,sigma,function,mae_nn_interp.,mae_nn_extrap.,mae_mdl_interp.,mae_mdl_extrap.,rmse_nn_interp.,rmse_nn_extrap.,rmse_mdl_interp.,rmse_mdl_extrap.,r
143,0.06,10,0.01288198717881525,0.08396806644880955,0.001303074002179749,0.004236558258105309,0.01625278668771744,0.092858279378899,0.0014648321823903044,0.004723405327642303,2
144,0.08,10,0.012642527441620675,0.01951568697329443,0.0005977166546455434,0.0006111437595466536,0.0175979742367796,0.02580572844805086,0.000674014782418515,0.0007623806293194966,0
145,0.08,10,0.00870065879781325,0.05781541265365836,0.001034594271486637,0.004708644221514152,0.010007489261355446,0.06775643587908099,0.0011564756478782362,0.004994880505104634,1
146,0.08,10,0.020823581122825098,0.1572202635932733,0.0011316657630587156,0.007614749736971131,0.025612662902669163,0.16797827126739168,0.0017659367355410908,0.0078025156076064915,2
147,0.1,10,0.026226284733418846,0.06014159489619447,0.0023351785769067887,0.0391654430223782,0.036225125667304535,0.07047728149850338,0.0032572158889759206,0.04367192067602906,0
148,0.1,10,0.018766110224119222,0.046555049227569215,0.0020632009342080302,0.041523152506940615,0.02288213204981579,0.05383720098628354,0.00415287379147318,0.045368479765827655,1
149,0.1,10,0.02206584903328307,0.07254147897398788,0.00143682211112012,0.005015244875566575,0.026035391866033725,0.08453820946877136,0.0016131062398463418,0.005535581720781638,2
150,0.12,10,0.021793802723428637,0.05248336965750549,0.0020230142125029302,0.042012070220459115,0.022753441053021427,0.06206623703811357,0.004105001887534582,0.04596705959272182,0
151,0.12,10,0.006178116360883434,0.05130663103875187,0.003761408336180287,0.04763830091288052,0.009946097846904287,0.0582334892525796,0.004847439619560948,0.052418922758935955,1
152,0.12,10,0.016503329642412103,0.044023609034326505,0.004587709371662335,0.05187090740196226,0.02132886306843899,0.05492619498233673,0.005999022325577439,0.05619478925310794,2
153,0.14,10,0.025795476317399403,0.12071977583046545,0.004649693338585406,0.00393063980411772,0.02849317279454144,0.13109135755557258,0.005713950008782003,0.004503608326598554,0
154,0.14,10,0.0147738138560982,0.03224942713917378,0.0020035245541551506,0.0414788848983783,0.018960014749253788,0.04207637386763704,0.0038427218930101228,0.045515905048229985,1
155,0.14,10,0.021169112039629522,0.020236114946777704,0.0042706534267887755,0.015804686017610398,0.026714788369751177,0.022891389814815987,0.004500462870800782,0.017097036872859284,2
156,0.16,10,0.029055400052501207,0.18744134603817747,0.00406641985155706,0.04414062694939642,0.033602085109658425,0.19840718573171282,0.0057353092815096,0.04778544920060614,0
157,0.16,10,0.0076397927943272015,0.015185644899722774,0.0024177322752051288,0.03681130148169016,0.00873645977831588,0.020685620707280937,0.0032727402641471444,0.04106978728927184,1
